studentRegNo,courseCode,grade
S14559,DS230,D
S14235,ENG306,D
S14331,PHY483,C
S12717,CYB294,C
S11222,BIO403,D
S13011,PHY496,C
S14381,CS439,A
S11301,PSY369,F
S14395,STAT561,A
S10907,PSY369,A
S12010,CHEM291,A
S13578,CYB559,B
S12808,CE318,B
S12441,CS448,F
S13460,ENG348,F
S14056,PSY357,A
S13270,PHIL242,B
S14519,STAT212,B
S12202,MATH475,B
S12666,HIST525,C
S12742,CE175,A
S12927,CHEM425,A
S13912,PHIL265,D
S12701,SOC407,C
S14120,BIO458,C
S12249,ECE375,C
S12264,CS144,F
S10527,STAT461,C
S14313,ENG297,C
S11281,SOC319,B
S10985,ECON529,C
S10965,DS504,C
S14038,ME317,B
S11835,ECON237,C
S12913,PHY503,B
S12934,PHY498,C
S12545,SOC554,A
S13303,DS325,B
S13496,SOC221,F
S10065,ECON567,D
S14634,ECE589,A
S14131,MATH518,A
S10903,CE302,C
S10308,ECE143,C
S12681,MATH394,B
S11271,PHIL188,F
S11184,POLI164,B
S14435,CE505,C
S12501,DS495,C
S11371,DS345,B
S14532,SOC124,C
S14259,ECE492,B
S10403,ENG588,A
S14146,CHEM597,A
S10066,ECE506,A
S12457,ECON383,A
S12733,CS545,A
S11982,CHEM291,C
S14317,ME304,B
S13981,PHY153,F
S12673,HIST233,B
S10129,DS276,A
S11263,BIO556,B
S13583,ENG348,D
S13300,DS424,C
S14061,PHIL169,A
S12725,PHY483,A
S12448,CE419,C
S10877,PHIL406,C
S14347,DS520,F
S13348,SOC327,C
S11257,ECON511,B
S10348,CS187,F
S12927,ECON596,B
S11781,SOC385,A
S10160,ECON444,B
S12786,PSY547,B
S11136,STAT145,F
S13164,STAT193,B
S11782,ENG582,C
S13257,CHEM344,C
S12187,ECE247,C
S10020,CS328,C
S10183,HIST525,B
S12813,ENG142,C
S14608,ECE456,C
S10819,MATH410,B
S13736,ECON347,B
S10561,MATH178,C
S12271,STAT253,A
S12513,STAT409,C
S12777,PHIL205,C
S13518,PHY569,B
S14435,MATH191,B
S12003,STAT364,C
S12755,CS439,C
S12229,DS325,B
S12871,CYB294,C
S14770,CYB559,A
S10153,CHEM285,B
S12157,STAT432,C
S11722,PHIL426,D
S11823,ECE492,B
S13856,CE436,B
S12754,ECON540,B
S14617,PHIL189,F
S10021,BIO524,C
S10440,ECE349,B
S11974,ENG252,D
S12832,CHEM207,B
S13799,CHEM338,A
S10417,CS439,A
S11008,DS586,B
S12066,CE336,B
S11873,ECE492,B
S12153,ENG223,C
S12149,CE455,B
S11093,PHIL188,B
S12992,STAT339,F
S12758,SOC305,B
S11828,ENG275,B
S13996,PHY258,A
S14374,PHY268,D
S13064,STAT339,A
S12572,CS177,A
S11184,CS374,B
S13054,ECON278,C
S14768,DS502,F
S12818,ENG348,C
S12469,ME526,B
S14108,DS150,C
S13296,PHY122,A
S14349,DS495,F
S10963,BIO497,A
S11373,CHEM222,A
S12473,SOC327,A
S10149,CHEM338,A
S13280,CHEM513,C
S13642,DS424,C
S12084,CYB473,F
S14832,CYB350,C
S12011,CS598,B
S14554,ECON278,C
S14685,POLI274,F
S14245,CHEM464,A
S12321,ME290,C
S13296,CS118,A
S10208,ECE197,C
S13180,DS151,A
S13769,ECON278,C
S10255,BIO437,D
S10859,CS324,C
S13139,PSY335,C
S12209,MATH394,A
S14448,CE321,C
S11458,ECON583,B
S12570,CS448,A
S11278,CYB156,C
S12991,SOC396,D
S11936,CYB440,B
S14795,ME317,B
S12047,ME280,F
S13509,ECE349,F
S13014,MATH550,C
S12916,ENG460,B
S13338,SOC123,B
S13722,ME165,A
S14410,STAT209,B
S10699,PHY595,A
S12829,PHIL519,A
S11588,PHIL413,A
S12229,ECE197,A
S13834,POLI566,D
S11351,ME352,C
S11857,CE321,B
S11843,CS260,B
S14651,CYB311,B
S10512,DS586,C
S14261,BIO593,A
S10090,CYB440,A
S13737,ECON444,C
S12983,PHY496,C
S12988,SOC387,D
S13193,DS522,A
S11426,CS598,D
S11486,SOC585,F
S13400,SOC221,D
S13857,ME514,C
S12166,MATH462,C
S10559,PSY172,D
S14285,PHY299,B
S14778,PHY153,A
S11034,ECON444,A
S11606,PHIL507,D
S10618,BIO235,C
S11363,PHIL265,D
S13093,ENG142,F
S14797,CYB350,C
S14477,STAT390,D
S11202,CS531,B
S12507,STAT301,F
S12608,ECE331,F
S12235,ECON293,F
S11759,ME192,B
S12597,PHY243,B
S10625,CYB156,B
S14360,CYB440,D
S12806,ECE143,A
S13687,MATH196,B
S10149,MATH451,B
S10474,PHIL205,C
S14422,DS151,C
S11772,SOC327,D
S13513,ECON362,B
S10816,CS374,C
S12289,SOC541,B
S10657,HIST233,B
S11102,ME184,A
S10610,HIST233,C
S11997,ENG201,A
S12186,BIO599,A
S10798,CYB156,A
S11384,PHY377,A
S13188,MATH105,A
S14162,PSY346,D
S13234,BIO571,B
S13955,SOC123,C
S10086,ECON315,C
S13958,PHY322,A
S14452,SOC221,C
S13090,ME173,C
S13057,ME101,B
S13954,ENG452,D
S13408,ECE194,F
S14087,CE175,A
S14469,PSY368,D
S13233,SOC387,A
S12455,CS152,B
S14704,ENG213,A
S11325,SOC298,D
S12691,PHIL507,B
S13517,STAT339,B
S14823,PHIL413,A
S10303,PHIL265,C
S11889,POLI411,C
S13169,PHY501,F
S14662,HIST116,F
S13985,SOC430,A
S12444,CE166,B
S10937,STAT461,F
S13691,MATH449,A
S14524,PSY135,C
S13061,ME386,C
S11538,ENG303,F
S11164,SOC396,B
S10088,CE336,B
S10965,ECON591,B
S12020,PHIL134,C
S13260,CYB473,A
S12792,SOC587,A
S10028,PHIL171,A
S13468,CHEM392,C
S10205,ME381,C
S13731,MATH287,C
S14213,MATH105,A
S14943,POLI218,A
S13015,ENG379,A
S14124,CE523,B
S10677,CHEM102,B
S13675,CHEM222,D
S12672,ENG535,A
S12551,POLI273,F
S13091,BIO393,A
S12827,ME162,A
S11334,BIO476,A
S10385,ME564,D
S10724,CS177,F
S12003,MATH196,A
S12706,ENG288,B
S14775,STAT461,B
S14736,ENG106,F
S12776,CHEM513,C
S14938,CE332,A
S14038,BIO141,D
S10219,ECE198,A
S13365,POLI356,B
S10466,BIO557,C
S12077,CS565,F
S13129,CHEM102,B
S13212,SOC229,B
S11899,HIST489,C
S14548,HIST402,B
S11958,BIO329,B
S12120,SOC159,C
S13715,BIO491,D
S13747,CS337,D
S13568,DS539,A
S13176,PHY243,A
S12659,ENG582,F
S14809,DS509,C
S11910,CS531,A
S13870,HIST489,A
S11864,BIO215,A
S14752,CE505,B
S13696,CYB270,F
S14094,PHY558,F
S12787,SOC159,C
S12475,PHY377,B
S14369,DS539,A
S12486,BIO458,D
S13594,DS471,D
S10959,PHY377,A
S12821,SOC298,A
S12792,ECE532,B
S13962,CS126,B
S14781,BIO556,F
S14749,PSY467,D
S13910,CYB311,D
S10861,CHEM155,A
S14719,SOC342,B
S13682,CHEM285,B
S12876,ENG314,B
S11227,ECON362,C
S13734,CS177,A
S14723,CHEM207,B
S12767,ECON237,F
S10202,STAT488,A
S10085,POLI411,B
S13114,ECON370,D
S13414,MATH105,D
S13104,ECE470,C
S14894,STAT193,F
S13340,PHIL134,A
S11083,CHEM576,B
S14488,HIST343,A
S13627,BIO552,B
S13737,CS324,C
S13837,PSY120,C
S11680,PSY391,C
S13328,ME173,B
S14071,STAT339,C
S13637,PSY135,C
S10699,CE128,F
S11952,PHIL283,A
S14537,CYB405,B
S11535,ME438,C
S13333,SOC376,F
S11375,ECE247,A
S11899,ECE198,C
S11981,CS126,C
S11766,BIO415,C
S11882,SOC229,B
S10184,PHY503,B
S10225,MATH527,D
S13095,CYB389,F
S12118,MATH462,A
S10018,ME304,C
S11069,ECE197,B
S14404,MATH550,B
S11151,PHIL406,B
S11118,POLI358,B
S13951,STAT466,D
S10270,DS502,B
S12170,SOC229,B
S14552,CE272,B
S13922,POLI499,F
S12010,CS154,A
S14740,ECON423,C
S14262,PHY501,A
S11365,CHEM285,B
S12547,CE563,A
S10052,PHIL265,A
S13637,BIO310,C
S12479,ECON596,A
S12728,DS509,A
S14564,ECON540,F
S13475,ME381,B
S13658,CE378,B
S11478,ECE121,A
S14834,DS586,A
S11002,CS227,D
S13936,POLI117,F
S10762,ECON418,F
S12670,ME386,B
S13397,CHEM572,A
S14848,BIO497,C
S11079,SOC376,D
S14635,PSY368,C
S11306,CS570,D
S14071,ME203,D
S10624,CYB228,D
S12537,STAT390,B
S13348,PHIL188,C
S10926,SOC342,F
S14730,CYB300,B
S10940,CE318,A
S11594,HIST489,A
S14560,CE359,A
S10036,BIO109,B
S10338,MATH191,B
S12557,POLI273,C
S11229,MATH580,A
S11304,STAT474,C
S10029,ENG142,C
S14006,SOC284,B
S12224,PHIL134,B
S14340,BIO355,C
S10558,CE128,D
S12204,POLI307,B
S13821,PSY263,C
S10146,POLI499,A
S11401,POLI307,C
S14678,BIO329,B
S11399,DS522,A
S13262,CE128,B
S12798,PHIL249,C
S11545,ME203,A
S13051,CE359,F
S11161,STAT561,A
S14549,PHY210,B
S10085,CE318,A
S10720,MATH542,B
S13648,DS404,A
S11102,SOC305,B
S12194,SOC479,C
S12803,POLI356,C
S13770,STAT103,A
S10362,PHIL469,A
S13541,ME354,C
S13959,BIO442,A
S11057,MATH279,A
S11070,SOC123,A
S14606,CS179,B
S12890,POLI164,A
S11223,ECON596,C
S10030,HIST525,B
S11619,CHEM486,B
S12789,POLI358,A
S10844,ENG275,B
S13047,PHY568,B
S11023,SOC139,B
S11728,BIO510,C
S13634,ENG142,B
S11350,CS598,A
S13822,SOC271,D
S13764,BIO254,C
S10906,CE505,F
S11503,STAT253,C
S13831,CE523,A
S13375,PHY181,B
S12833,SOC407,A
S14468,SOC221,C
S11456,STAT253,C
S13848,CE472,B
S13557,MATH462,C
S13932,CS187,D
S12112,ENG252,A
S12504,ENG201,C
S12806,ECON540,B
S13788,PHY365,B
S14944,CS598,D
S12964,HIST343,A
S13326,ECON485,C
S12518,ECE214,D
S10352,MATH527,A
S14680,SOC124,C
S11854,CHEM238,F
S10153,CYB428,B
S12400,HIST341,C
S13430,CE592,A
S10250,PHIL469,A
S12351,ENG104,C
S13432,STAT457,B
S11868,CHEM344,B
S12359,MATH550,A
S13128,CE455,C
S11133,POLI164,B
S14865,MATH178,F
S11808,CYB311,C
S11891,ENG127,C
S10692,PSY467,F
S10480,ECON567,A
S12720,CE175,B
S10890,ECON583,C
S13769,ECE194,D
S13244,PSY259,F
S12118,DS351,F
S12689,ECON315,C
S10104,HIST549,A
S10538,ENG367,B
S11824,CS211,F
S14321,CE477,B
S12508,STAT183,A
S14413,PHIL426,A
S12646,BIO415,B
S13403,POLI566,C
S13904,BIO508,F
S12891,CS227,D
S10162,DS504,A
S13533,ENG493,F
S12467,CHEM338,C
S11935,ENG306,B
S10349,ENG468,A
S10130,MATH394,A
S10455,CE321,B
S13713,BIO308,A
S12553,BIO254,A
S14122,CYB350,A
S12661,BIO262,B
S10430,PHIL465,F
S11442,CYB428,A
S13281,MATH417,B
S11176,ECE470,C
S10501,BIO476,B
S12979,PHY515,D
S14676,BIO215,C
S12504,ECE589,A
S14706,ME304,C
S12270,PSY263,D
S14832,MATH542,A
S12840,PHIL189,B
S14570,CE455,A
S13741,ENG201,A
S14185,DS150,D
S12017,CYB110,F
S11904,POLI241,B
S11705,DS125,A
S11884,ECE316,B
S11464,MATH178,B
S13896,ECE577,B
S14669,ECE375,B
S13757,ENG180,A
S11885,PSY277,A
S10594,ME304,A
S12036,DS520,A
S10785,PHIL519,A
S10735,MATH287,F
S12656,BIO373,D
S10443,ECON511,C
S12185,DS424,F
S10428,DS239,A
S12450,POLI584,B
S12503,PSY136,A
S11280,ME290,D
S10717,POLI167,B
S14183,BIO510,D
S13983,CYB494,B
S14803,ECE146,D
S12828,POLI562,A
S11828,CYB473,C
S12080,CHEM576,C
S10560,BIO415,C
S13853,CYB156,B
S14073,DS539,C
S12932,ME354,F
S13213,CE321,C
S11422,ECE590,B
S11076,PHIL242,B
S10142,DS530,C
S10985,PSY481,B
S10609,DS443,C
S14394,CE436,B
S13543,SOC221,B
S10075,PSY547,C
S13753,ECE323,F
S12561,ECE121,B
S10448,CS260,C
S13157,POLI356,D
S13440,DS404,B
S10633,CS256,A
S11767,POLI454,F
S10196,ECON567,F
S10344,PSY481,C
S10310,CHEM155,A
S12330,BIO491,C
S10786,HIST534,A
S11773,SOC407,A
S14206,PSY368,B
S10804,ECE375,C
S10313,PHY243,C
S13200,CE436,A
S11991,ECON384,B
S13339,PHY595,B
S14388,MATH475,B
S14320,MATH518,C
S13444,CHEM576,C
S12871,BIO421,A
S14843,POLI295,B
S13278,STAT488,C
S11313,CYB294,B
S14292,POLI117,A
S11278,PHIL465,B
S10014,ECE470,C
S14538,SOC157,C
S12378,BIO329,A
S11582,ECE334,A
S13440,BIO244,A
S14225,ECE214,C
S10235,ECON591,B
S10407,ENG493,B
S13632,SOC587,D
S14902,PHIL399,C
S14666,ME290,A
S12091,PSY277,F
S14977,CYB380,A
S13780,BIO556,A
S13174,PSY346,B
S10289,ECON583,B
S14315,HIST363,C
S13681,ME290,A
S14597,CE272,C
S10827,ECE143,B
S12902,HIST320,A
S14977,PHIL507,B
S13294,ECE206,F
S12039,ECON574,C
S14126,SOC124,F
S13595,CHEM207,C
S11200,BIO108,C
S11103,ECON278,B
S12835,SOC319,B
S11752,CHEM222,C
S13906,PSY346,C
S10150,DS446,A
S13100,CYB353,C
S13940,CHEM155,C
S11317,ECON529,B
S13040,BIO244,B
S11259,ENG106,D
S11176,MATH234,C
S11134,ENG588,B
S12376,CE272,B
S10473,ENG275,B
S10256,CE359,F
S10298,CYB440,C
S14510,CS531,A
S14063,SOC305,C
S11940,ECE366,B
S11106,PHY258,B
S13209,STAT209,A
S12310,CS227,B
S10486,CHEM114,A
S10651,PHIL249,A
S11289,CHEM414,B
S11851,BIO109,B
S12277,CS154,B
S14654,CYB389,F
S13381,CS260,F
S13385,CHEM486,B
S14194,MATH417,B
S11594,PHIL283,A
S14961,BIO508,B
S11190,CE272,A
S12681,ECON423,B
S10034,ME184,A
S10306,CE166,A
S12350,CHEM119,B
S13834,ECE331,D
S10836,ECE194,B
S13022,PHY365,C
S10356,DS522,B
S14231,ENG535,C
S14152,CHEM551,F
S12759,PSY135,B
S13533,PHY122,C
S10940,ENG535,A
S14744,ME165,B
S14532,DS250,C
S13980,CHEM425,C
S14781,SOC385,B
S10679,BIO267,A
S13202,PHIL413,B
S14519,ME514,D
S12308,STAT255,B
S10121,HIST174,A
S12126,CE455,C
S12056,CS374,B
S13218,ECE197,C
S12001,CE544,B
S13784,SOC139,B
S10340,BIO215,F
S10900,ECON567,B
S11249,CYB294,C
S14810,PHY515,A
S12159,PHY503,A
S12036,BIO442,C
S10052,CE296,A
S12160,CE332,F
S10757,PSY547,B
S11016,HIST525,A
S14752,ECON511,C
S11025,MATH475,B
S13099,ECE589,C
S14909,ME173,D
S13982,PHY309,C
S11731,POLI248,A
S10370,STAT212,B
S12301,DS147,A
S10571,STAT364,A
S14606,DS424,A
S10079,SOC585,F
S10703,STAT457,C
S11282,CHEM261,C
S13644,PSY547,C
S10018,PHY258,B
S10315,PSY357,B
S10011,BIO393,C
S10391,CHEM513,F
S13165,CE332,A
S14123,ECE334,B
S10566,STAT111,A
S12151,ME514,D
S13192,DS239,B
S11025,POLI584,C
S13749,BIO267,C
S13869,SOC407,B
S10447,CE332,C
S10223,ENG213,A
S13684,BIO235,B
S14756,CHEM414,F
S14302,SOC330,A
S11881,BIO226,C
S11873,STAT301,C
S12366,STAT145,A
S13313,BIO593,B
S10035,ME526,B
S11836,MATH185,B
S13693,MATH279,A
S10535,PSY459,C
S10372,ECON278,B
S13248,ENG223,A
S10296,BIO141,A
S13326,SOC429,B
S13334,DS502,A
S12638,BIO215,B
S13182,CHEM576,B
S10503,PHY243,B
S14268,ME304,B
S12460,STAT548,C
S14783,ME517,B
S12225,ECON360,B
S10568,STAT339,A
S12018,POLI307,D
S10207,ENG127,F
S13735,BIO508,B
S10588,SOC327,B
S11817,CHEM434,B
S14703,ME564,B
S11616,ME514,A
S10302,SOC327,B
S10906,CHEM576,D
S13623,CS154,C
S13466,ME526,A
S10299,PHIL242,C
S11394,CHEM572,A
S12347,DS250,A
S12921,SOC271,D
S13464,BIO329,B
S11903,ENG219,C
S14251,STAT255,C
S13335,PSY459,F
S13064,CE581,A
S14649,CHEM155,B
S10217,PHIL519,A
S11918,SOC284,A
S10010,STAT548,F
S10453,PSY259,C
S14797,SOC398,A
S13311,ECON278,A
S13161,PSY467,A
S13912,BIO431,D
S11928,PHY153,F
S11773,CE592,C
S12485,ECON490,B
S11267,DS239,B
S11247,ECE575,F
S14588,POLI521,B
S14309,SOC292,D
S11995,MATH527,C
S13925,BIO437,D
S14533,CE332,C
S12136,PSY459,A
S11977,POLI240,C
S11018,PHY558,C
S14988,PHY299,B
S10273,HIST320,A
S12980,ME386,C
S13913,STAT546,A
S12616,CE336,C
S10970,MATH550,C
S13183,PHIL169,B
S13221,STAT457,D
S14565,PHIL413,A
S13039,DS484,B
S12476,SOC305,A
S14854,BIO373,C
S13668,ECE107,A
S12424,CS439,F
S12684,SOC284,B
S11890,PHIL406,C
S12052,ME438,A
S10811,ECE470,B
S13236,ENG303,F
S14777,ECE594,A
S12639,POLI164,C
S10448,PHY268,A
S11422,PHY299,F
S10058,SOC124,C
S10910,CE441,C
S10453,ENG142,D
S13474,CE137,B
S14795,PSY335,A
S12112,PHY503,B
S14212,BIO141,A
S10718,PHY537,A
S10384,ECON444,C
S14194,PHIL171,C
S11582,PHY371,D
S13075,ME526,C
S10419,BIO491,C
S14593,CYB536,B
S11047,STAT200,C
S11786,CE137,A
S12149,ECON370,A
S13819,SOC585,C
S13380,SOC538,F
S12972,ECON596,B
S13432,PSY135,C
S11035,PSY136,C
S14344,CYB380,A
S11144,CYB110,B
S10668,PSY369,C
S13257,DS520,B
S13937,CE296,A
S11829,BIO524,A
S11553,CYB311,B
S10953,BIO453,C
S14977,CHEM222,B
S11550,BIO262,F
S14992,HIST402,A
S13788,PHY322,B
S11997,CE175,A
S14730,CE441,A
S14682,MATH475,A
S11471,ENG275,A
S14371,HIST176,D
S13295,PHIL512,B
S10833,PHIL189,B
S14935,ENG223,B
S12130,STAT409,D
S14650,CHEM264,D
S11355,SOC579,A
S11515,ME564,C
S12107,SOC232,B
S14261,PHIL242,C
S12034,BIO510,F
S13516,ECE492,C
S14441,PHY322,B
S10951,PSY138,B
S11823,ENG213,A
S12109,ECON112,C
S14257,ECON112,B
S14093,DS345,A
S12735,BIO262,C
S14864,CS445,C
S10457,CYB494,C
S13183,STAT457,D
S13944,PHY371,B
S14995,CS126,A
S12919,PSY395,A
S11244,BIO108,C
S12182,ENG588,B
S11928,STAT339,A
S13378,MATH191,D
S13250,CE302,C
S11772,HIST174,A
S14167,ENG252,A
S10054,PHIL189,C
S12823,CE436,C
S14651,SOC587,B
S11862,PHIL469,B
S14928,HIST525,B
S14004,CYB536,C
S12836,PHIL134,C
S11196,DS230,C
S12207,MATH449,A
S10527,DS345,C
S13207,BIO593,F
S10097,CS211,C
S13487,CE175,F
S13219,ECE590,C
S13531,PHY153,A
S12988,SOC585,C
S11313,PHIL205,A
S10118,CE378,A
S13259,ECE589,A
S14162,BIO458,A
S11360,BIO421,B
S14576,PHIL171,B
S11828,CE592,F
S11403,DS509,A
S13864,MATH449,C
S14298,ME203,A
S13615,BIO217,C
S12892,ECON490,F
S14462,ECON278,A
S10021,HIST341,A
S10524,BIO415,B
S10184,ME381,B
S14462,ECON340,B
S10568,ECE323,C
S11312,CYB350,C
S13521,ECON490,D
S13240,BIO267,A
S12680,ME280,B
S10159,BIO109,F
S10661,HIST116,B
S12486,ENG452,B
S12096,ENG463,A
S13516,HIST549,A
S10390,ENG106,A
S10087,ECE331,A
S11971,CHEM264,A
S14333,POLI218,A
S11559,BIO442,B
S11166,HIST549,D
S12249,ENG201,F
S12710,CHEM513,A
S10939,PHY322,C
S11159,HIST534,F
S10246,MATH542,C
S13404,ENG463,B
S11015,ECE316,D
S13492,PHIL413,B
S14572,HIST341,C
S12503,ENG104,A
S10011,DS230,B
S12070,DS132,F
S13191,DS150,B
S12161,CS397,B
S10250,MATH451,B
S12376,PHY503,C
S14524,CHEM114,A
S10778,CYB350,B
S11169,CS397,F
S11392,STAT364,A
S11061,HIST251,A
S12938,STAT103,B
S10148,CHEM434,C
S13341,BIO415,C
S13405,DS150,C
S11598,ME162,B
S11330,MATH462,B
S11309,STAT457,A
S11332,HIST168,C
S14527,PHY578,A
S14122,CHEM528,B
S13735,BIO431,B
S12491,CE220,B
S12220,STAT478,A
S12507,ME354,F
S11428,MATH580,B
S11625,CYB405,B
S10872,CS144,A
S12700,BIO497,A
S12659,PSY263,B
S13566,MATH527,A
S13648,ENG460,B
S14409,STAT190,B
S11810,ENG142,F
S12263,SOC372,C
S11949,CYB110,B
S12938,BIO510,F
S14157,STAT103,C
S14857,HIST341,A
S14452,CE321,A
S12535,CE523,F
S11458,POLI411,F
S11803,ENG288,F
S12690,ECON591,C
S12416,ME438,C
S14884,MATH550,A
S12670,CE477,C
S14616,BIO308,B
S13644,CYB353,C
S10723,CS154,C
S13679,BIO403,C
S11830,BIO109,C
S12714,STAT339,B
S11169,CHEM326,D
S12663,ECE492,D
S10852,CS144,F
S10004,ME381,C
S12921,PHY595,B
S13807,POLI566,F
S10893,HIST549,B
S11375,ME192,A
S11680,ME203,B
S14273,DS404,C
S10497,STAT103,F
S11603,DS239,B
S10576,CE166,C
S14733,SOC554,B
S11861,STAT103,C
S14061,PHY243,B
S10866,SOC479,A
S12018,STAT474,D
S14950,CHEM486,C
S14729,BIO552,D
S14869,POLI164,B
S12689,ECE456,B
S10398,ECON567,C
S11804,POLI208,B
S13979,PHY483,B
S14252,DS446,B
S11192,ECON362,B
S14594,ECON540,C
S13248,ECON362,C
S14473,DS495,C
S11923,ECON596,C
S13243,ECE456,A
S14656,ENG104,C
S13852,SOC221,B
S12331,BIO415,C
S12434,ME500,B
S13789,MATH450,F
S12069,CS545,C
S12270,CYB156,D
S10354,ECE331,B
S11395,CHEM480,B
S13158,POLI427,C
S12812,CHEM245,C
S12438,ENG493,B
S12905,STAT390,A
S13203,ME115,F
S12122,CS227,B
S14222,CHEM207,F
S14224,PHY268,F
S14650,SOC479,A
S14964,ENG460,C
S13515,DS286,B
S12574,SOC330,B
S11826,CHEM572,C
S12702,BIO313,C
S14523,PSY136,B
S14311,PHY258,F
S11786,CS256,C
S14004,DS530,F
S11724,ENG129,F
S10801,PHIL512,C
S13817,CHEM338,F
S10769,MATH550,F
S11583,CHEM261,C
S10021,DS351,B
S11785,SOC298,C
S11217,ECE197,A
S14104,CHEM264,B
S11935,POLI562,A
S14764,DS400,C
S11064,ENG588,C
S10354,CE472,A
S10712,BIO491,F
S11132,CHEM576,D
S13216,CHEM261,A
S13756,SOC221,B
S12711,ME514,A
S13690,CS179,B
S10439,MATH196,A
S11048,ECON225,B
S13991,PSY138,B
S12701,POLI553,A
S11990,ENG463,B
S13015,DS276,C
S10343,ECON567,F
S10301,PSY120,B
S13852,CYB228,A
S12532,BIO235,F
S12952,CS388,B
S13851,DS509,B
S11311,CHEM155,C
S12042,ECON574,C
S10763,ECE589,C
S13912,DS446,C
S10116,CS531,B
S10243,CS324,C
S10846,CE563,A
S11224,ME564,F
S11940,ENG435,C
S10216,DS286,B
S12320,ENG314,C
S12889,CS227,C
S12102,CHEM289,B
S12786,CS397,B
S11032,ECON596,B
S12726,SOC319,A
S14083,ECE349,C
S14962,BIO510,C
S11772,POLI218,C
S13998,PHY309,D
S11570,PSY395,C
S10505,MATH234,C
S13367,CS118,A
S11457,CE455,C
S12000,ME304,C
S11164,SOC585,F
S14610,BIO108,A
S11505,HIST176,A
S13638,CHEM291,F
S10191,SOC305,A
S14960,CHEM119,B
S13786,ECON112,F
S10549,ECE589,B
S10883,PHIL188,A
S11697,PHIL399,D
S12071,PHY258,C
S13744,ECE323,C
S11340,ECON567,A
S11493,CE472,A
S11586,MATH451,A
S11894,CS401,C
S10594,SOC479,C
S14734,CS570,B
S14992,CE175,A
S12762,ECE214,A
S10696,PHY181,A
S13423,ECE121,D
S14581,POLI164,D
S14185,ENG219,C
S13641,PHY483,B
S13719,POLI499,A
S12343,MATH417,C
S14022,BIO476,B
S13644,DS504,A
S14485,ECE577,A
S13278,ECE199,A
S14247,HIST525,C
S10211,ECON591,A
S11371,ECON315,F
S14533,ENG127,F
S12119,HIST312,C
S12995,PSY357,C
S11125,SOC479,D
S14022,PHY309,A
S14651,BIO313,D
S10159,BIO431,B
S12173,DS325,A
S12105,PHY569,D
S12806,STAT190,B
S11781,ECE331,C
S12052,ECON340,B
S14393,HIST233,A
S14964,DS239,B
S13920,STAT339,B
S10433,PHY322,A
S14210,POLI356,C
S11254,ENG379,B
S13267,ENG367,A
S14904,PHIL169,B
S11201,BIO557,B
S10583,MATH462,C
S13093,DS231,A
S10219,CYB100,B
S14036,PSY138,C
S13475,POLI117,B
S13258,PHY377,B
S11648,PSY138,C
S13288,ECON293,B
S13866,ECON596,D
S13012,CHEM425,A
S13819,SOC398,B
S11009,MATH550,A
S12150,HIST168,C
S12957,SOC221,F
S12212,ENG142,D
S10147,ECE143,C
S10701,BIO415,C
S12143,ECON384,A
S13604,ME101,F
S10970,HIST341,A
S14214,POLI499,C
S13279,ENG348,D
S10841,MATH287,A
S13928,STAT339,C
S10449,HIST341,D
S10476,CHEM245,A
S13478,BIO599,B
S13055,STAT474,B
S13107,ECE331,C
S12405,CYB311,A
S10439,BIO267,F
S10750,POLI117,F
S14674,DS573,A
S13841,CS126,D
S14066,ECON384,C
S10230,DS471,A
S13049,SOC124,A
S12367,CYB389,B
S11881,ENG460,C
S11438,HIST116,A
S11410,MATH417,F
S13855,DS286,F
S14940,SOC342,B
S13774,CS445,C
S12734,POLI427,A
S14908,ECE316,B
S13697,PHY483,B
S11368,PSY277,A
S12112,BIO442,C
S10460,BIO244,A
S12328,SOC157,B
S11730,DS325,B
S13001,DS147,F
S11537,CHEM222,B
S11882,CE544,B
S13471,PHIL507,C
S14697,CYB494,C
S14980,BIO329,B
S10943,CHEM480,C
S13086,ECE492,F
S14343,PSY263,B
S10724,CHEM513,C
S12467,PHIL406,C
S12975,ECE366,B
S13202,STAT364,B
S12253,DS239,C
S10285,HIST363,A
S12764,PSY357,B
S12320,BIO476,A
S12912,SOC327,B
S12709,ENG113,C
S14731,SOC385,B
S11496,SOC232,B
S11994,BIO262,A
S13615,CE477,C
S10796,STAT561,A
S10464,POLI566,C
S13046,DS509,C
S10580,CE592,B
S13361,DS446,B
S14191,STAT412,C
S12633,CYB405,A
S11359,SOC139,A
S14725,BIO310,A
S11717,CS126,D
S13718,ECE470,C
S12252,POLI454,F
S14357,ENG104,D
S10326,BIO552,A
S13429,BIO235,A
S14057,CS439,F
S10070,SOC271,D
S12428,ENG379,D
S14705,STAT364,D
S13967,BIO571,C
S10835,PSY467,C
S10526,PHY537,C
S12309,ECON340,F
S12092,POLI411,C
S12294,CS328,B
S10040,DS250,A
S12030,PHY578,B
S10849,PSY346,C
S12064,MATH449,B
S11476,BIO141,B
S10643,ECE334,A
S12752,CS374,A
S12223,DS276,D
S11482,ECE316,B
S13505,MATH417,F
S14247,STAT432,C
S14830,PHY377,B
S13855,BIO269,B
S12698,ECON362,B
S13702,STAT488,B
S10567,CE220,B
S10946,CS570,C
S11115,PHIL469,F
S11745,HIST312,F
S10026,BIO453,B
S14932,PHY322,A
S13716,CYB270,C
S10524,STAT457,C
S12057,SOC292,D
S14226,CYB408,A
S11254,DS530,B
